PC1,PC2,PC3,PC4,PC5,PC6
2.783118909121456,-0.3731082730022943,2.695509415088799,-0.5275385178278535,-0.5195093927389588,1.3553869387739192
1.933078858585454,2.7767698285975793,-1.221048066984286,-1.122464170825195,-0.9328862482036505,0.9020143826454957
2.3117720634098635,2.8541966547790527,0.5741802691821462,-0.974697717263765,-0.5754746323360519,0.7278432231476324
3.1764576899145784,3.058308006025954,-1.6772964375423343,1.4459350833251596,0.36267626435380745,0.1617566728124868
2.019199058916021,1.8743709601302112,1.049862401147014,-0.5698751353963631,0.16554778608905577,0.20942605745073914
1.511413816285019,2.3636410579474023,-0.6169477462092064,-1.0828691576085674,-0.9817186488267696,-0.2366661357532952
1.4876316411581252,1.0207771002726416,-0.48464644022610437,-1.0953855880041763,-2.5989634604962895,0.30862743578613
3.0907892062510904,1.2330269764293087,1.626178926675264,0.2317413682515432,-0.20117152519497097,1.2261779696112476
2.617470594887211,3.7512113754053313,0.10544488812060551,0.7337836129735082,0.18382156996052598,0.3101450043978414
2.0904978291261678,2.0387665594456843,0.637521141230601,-0.7274301362004125,-0.9925699948342936,0.3397137904179473
3.3002888910189467,1.4547546269969522,2.2380029107942083,-0.030495284070115897,-0.4173822599492748,0.6093468894763554
2.5207226029495975,3.887198356123966,-0.5186216778362784,-0.27410061548190395,0.27200644440093585,0.643586038113295
1.6083253023032733,2.9449827487523312,-0.9356359760798423,-0.9347561056288587,-1.1053623842972784,-0.24911185231437882
1.1486979326133238,0.27509535210804514,0.8639608281378518,-0.32493699340481347,-2.4965904385074063,0.3455751431651477
1.9868219246983887,3.572841278179507,-0.8551273835764801,0.47152694407012474,-0.2713268778238254,0.5789702930338381
1.86244191093933,2.6634607286581513,0.6260034706753942,-0.07798315009102158,-0.054227668076671204,-0.5078738220080263
2.9358478914804245,2.1031981324098608,0.12336320034498573,1.4102773162298554,0.03267772327765883,1.056186461775146
1.86244191093933,2.6634607286581513,0.6260034706753942,-0.07798315009102158,-0.054227668076671204,-0.5078738220080263
2.0450528011083082,3.076988171686138,0.05852654836777519,-0.44496006094162854,-0.8933281448817473,-0.38485464992021917
3.155903531165131,3.6070318757235262,0.29671343014451107,0.039355919112753684,0.23141263986093952,0.3964663221286779
1.8586257691338055,3.005119073503807,1.1796687542888074,0.18884828957881786,-0.673876585528995,0.4276912486807589
3.155903531165131,3.6070318757235262,0.29671343014451107,0.039355919112753684,0.23141263986093952,0.3964663221286779
2.8771807372511633,3.60541378088967,0.6068080647467637,0.367233426117682,0.005783812131012932,0.13576868498989375
1.9462805245939383,3.0448058008852854,0.15797646958596973,-0.39471458258017644,-0.6365711319571602,-0.168028172244667
2.8771807372511633,3.60541378088967,0.6068080647467637,0.367233426117682,0.005783812131012932,0.13576868498989375
2.7470796030580678,3.213986125569289,1.3169734057373095,0.42613970609469626,-0.1704437324736231,0.2677401440786225
1.4656692824046105,2.749156960513666,-1.3558881627379544,-1.373994213742718,-0.8321266986744699,0.39408336415538775
2.7180744842475133,1.9074544383813847,0.7679520382970302,-0.36007119743801796,-1.5623509901264334,0.45747419253117366
2.702237286984652,3.681271983436711,0.16459680998814097,0.35731398474766746,-0.09343559975017836,0.6282708876456655
2.722793846134142,3.6114203853451734,0.12164393556512133,0.4407256178766637,-0.06292480574884034,0.6689073863586945
1.6628975772170813,3.662128351064337,-1.0118844448057316,-0.3149416838500112,0.07275091341338061,0.6751739350976852
1.6023277440703914,1.22823171155883,1.9460257068858935,-0.6803417822921016,-2.1463118901774108,0.6270860771968334
1.882451908140346,1.0509727921119134,0.9150650993306197,0.9037105302928069,-1.4250202126272358,0.3405510169262833
1.9096420831009377,1.1093154513674757,0.9397977186975465,0.8574691138137206,-1.4715856537185985,0.3773998660830028
1.882451908140346,1.0509727921119134,0.9150650993306197,0.9037105302928069,-1.4250202126272358,0.3405510169262833
1.9096420831009377,1.1093154513674757,0.9397977186975465,0.8574691138137206,-1.4715856537185985,0.3773998660830028
2.6599339562967192,3.706317470754269,-0.8627590581000153,0.6298205451131238,-0.7079645688841745,0.17598698431805954
2.9402068620998927,2.4879222420614333,-0.24820360153964524,1.6620475786465234,-0.18578838306193055,-0.15222770477020647
2.8681882052906595,2.4568249323146443,-0.30875967850023334,1.5503420748329777,-0.2707958164098738,-0.14396830094814117
2.5363626978146625,2.980614628194431,0.32353313245116283,-1.0376574797764213,0.45811930143080204,0.3417563476816197
2.5363626978146625,2.980614628194431,0.32353313245116283,-1.0376574797764213,0.45811930143080204,0.3417563476816197
2.1951583433455086,2.690915742921639,0.06480578052126591,-1.1402185587035263,-0.5326040422813921,0.9122325657704795
2.1951583433455086,2.690915742921639,0.06480578052126591,-1.1402185587035263,-0.5326040422813921,0.9122325657704795
2.605159107149705,4.132132244822853,0.7291273092353662,0.45371605469911863,1.3391974577527526,-0.2595174067632094
2.605159107149705,4.132132244822853,0.7291273092353662,0.45371605469911863,1.3391974577527526,-0.2595174067632094
2.5943321109106994,3.8584939209447637,-0.5928899273447663,0.46141448201470897,-0.8867790819562834,-0.1855502261678872
2.6044217048300995,4.01926665574783,-0.54094205459158,0.41628542314544187,-1.1506761672869055,-0.19125693723197135
3.0228956449649043,2.196494655213468,1.3811821224185046,0.6197034042741142,-0.5478138846451065,0.29845779966465685
2.002822109667039,1.7341967918225003,-0.7174087266349327,-0.4839553814069256,-1.0304825906729638,0.6158079055750393
2.1304723832486046,3.571841037589851,0.2986454079900014,0.08784116171483572,-0.16786366325803262,-0.10554731971729897
2.1304723832486046,3.571841037589851,0.2986454079900014,0.08784116171483572,-0.16786366325803262,-0.10554731971729897
2.773045977478556,2.6736044709851976,0.8370379817723858,1.2968520793197413,-0.6874505778799277,-0.05856464068844013
2.1492793214010746,3.139938469937945,0.5489545366754541,0.9357773784298438,-0.9730879023365009,0.00651340045438401
1.9617640317069656,3.4750359677060376,-1.2283891193677448,-0.21883213819334815,-0.08337783169057453,0.5857623012172168
2.5051854927150754,2.4653949941279,0.6390112286702835,1.2024557592970035,-0.3663448978500336,-0.1677275396552306
1.8358981101196847,2.5742916602853985,0.7177542688457624,1.403520359802159,0.5989864958295968,-0.20726400643438642
1.5616692677453499,0.9414917026678312,1.3122196709242406,1.3989013487664415,-1.7559837347230287,-0.6601225726593278
2.089028014498361,3.3257152121954547,0.05094603365492543,-0.2562975143932232,-0.18456437956203373,0.542610938388054
2.8189958961511588,2.4637295645355985,0.8839395186263699,0.8966231415717989,-0.8229154620263518,0.5444102580501089
1.879422738058047,2.0322008294508414,0.3328059219959051,0.4927373623625496,0.043292908339967684,1.0632312781045543
1.879422738058047,2.0322008294508414,0.3328059219959051,0.4927373623625496,0.043292908339967684,1.0632312781045543
1.7984668390755156,3.4238809593041495,0.15675351313278071,0.32925393270703474,-1.1581569036805184,0.7731185140362775
1.7984668390755156,3.4238809593041495,0.15675351313278071,0.32925393270703474,-1.1581569036805184,0.7731185140362775
2.5967865594711284,3.9555784097439735,0.3880249859607089,0.4176849158319385,0.525738779399558,-0.06965713345091845
2.710483086495984,3.2614429617517247,0.48441270326945784,0.6039869888447089,0.07313170720511283,0.01417749201218999
3.0865160877169453,1.668792737564824,2.843355494956274,-1.0445668302286624,0.20957387049462314,0.45533087339601147
2.4243423285496686,1.8423616440440473,0.42674389321414097,-0.9674509152983168,0.09903387847323075,1.1165845409608366
2.538390960656211,1.9139126169770564,0.3138941932262844,-0.4934407211324162,0.1389893257941535,1.0767935313257913
2.4106804040798213,3.454538479190515,-0.5180121290014855,-0.2654674923331778,0.6664622443154582,-0.20439654214815572
1.6332957359486284,0.7975648080093537,1.1629967591563757,-1.1369351170823339,-0.8943107423849329,-0.16138742931654143
2.366246697242495,3.0419031173595332,0.5361629190107501,0.3130795927489224,-0.050034320095847844,0.12552866417043868
3.1388501532196122,1.9460742533313145,1.1988296790624837,0.6892952656892223,0.28887280531477777,0.6883841761722046
2.582804633590378,2.770929581921518,0.7121197680829136,1.0144531522001752,0.028061873464716777,-0.4655792798770267
-0.015194456224546559,1.764130554363872,3.4383027312369756,0.6812619097712485,-0.05212852245535027,-0.07402800934584902
2.5453892382045398,1.7946876888019703,0.8489906969707678,0.5851397751978669,-0.5378817427622463,1.151152519979342
-0.6858417873348019,-0.3981281962303416,0.0190949350873517,0.23961525098150782,-1.6796763914795454,2.0296110510290686
0.6398298454229558,0.8024523602840277,0.8948398148228917,-0.7349812193543446,0.14339453840600333,0.7807064904895745
1.6094355861981624,0.5726243402376382,2.8342696751367913,-0.4966912993676489,-0.319724534091996,-0.11145367608697376
3.501925717405041,1.7427605643320916,1.9059183020819224,0.3693730045926468,0.21245527661935748,0.8705804443784622
3.5260155513729425,1.93010577798854,2.117856878823432,0.4081223861005096,0.15726618293250225,0.7379812880034997
2.9946648926121173,2.719800637236359,2.223511307400853,0.24982079212545685,0.2930100211325315,-0.28071435143666695
2.9176195734503576,2.3869837198941504,0.9958687512857864,0.9037657296920851,-0.8179311662541137,-0.14488632426074527
1.6234394637252043,3.8875402838055497,-0.49454881081378854,0.4137436888965847,-0.25820999297258296,-0.8756201563730606
0.5120163531045924,0.16557179980011377,1.0007900083141263,-0.6203545584519651,-1.1241990490226894,0.8799377735458195
