fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,density,alcohol,quality
2.3840974913557655,-0.6329390282020296,1.7674307261197277,2.5448619860075827,-0.2622185370915105,0.9758287543424873,-0.9633726077241905,0.20530079353399647
-0.7370056175589007,1.0529081472055037,-1.7689816086227974,2.7817304867066412,-1.4286707910303864,0.5124017582973793,-1.0473723507804358,-1.1054201686527045
0.8235459368984319,1.2512431090181542,-0.8848785249371662,2.7817304867066412,-1.882291112006616,0.7619393715524161,-0.8793728646679452,-1.1054201686527045
-0.016751053963207994,3.1850089866915012,-2.2110331504656133,2.2290373184088383,0.4506133958711358,1.8670345159676978,-0.9633726077241905,0.20530079353399647
1.4237580732281754,0.9537406662991781,-0.44282698309435015,1.676344150111036,-1.2990649850371778,0.9758287543424873,-0.7113733785554546,1.5160217557206974
-0.6169631902929514,1.1520756281118292,-0.9953914103978699,1.676344150111036,-1.8174882090100115,0.6193464496923952,-1.1313720938366827,-1.1054201686527045
-1.5773026084205417,0.25956829995489966,0.5517889860519848,2.307993485308524,-1.3638678880337822,0.47675352783233454,-1.1313720938366827,-1.1054201686527045
2.023970209557919,0.9537406662991781,0.44127610059128075,2.8606866536063276,-0.1974156340949063,1.0471252152724977,-0.9633726077241905,-1.1054201686527045
1.0636307914303296,3.036257765332013,-1.5479558377013898,2.4659058191078964,-1.039853373050761,1.2253663675975637,-0.4593741493867171,-1.1054201686527045
0.4634186551005861,1.0529081472055037,-0.11128832671223872,2.307993485308524,-1.5582765970235948,0.7619393715524161,-0.9633726077241905,0.20530079353399647
2.2640550640898174,1.1520756281118292,0.8833276424340969,2.702774319806955,-0.9102475670575526,1.40360751992259,-1.1313720938366827,-1.1054201686527045
0.7035035096324836,2.342085398987735,-2.321546035926317,2.702774319806955,-1.4286707910303864,0.9758287543424873,-0.7953731216116998,-1.1054201686527045
-0.857048044824849,1.6479130326434566,-1.3269300667799817,1.9132126508100946,-1.94709401500322,0.6193464496923952,-1.1313720938366827,-1.1054201686527045
-0.7370056175589007,0.16040081904857412,1.7674307261197277,1.9132126508100946,-0.9750504700541568,0.6549946801574004,-0.20737492021797968,0.20530079353399647
-0.016751053963207994,2.6395878417067116,-1.8794944940835014,2.4659058191078964,-0.9102475670575526,0.7262911410874109,-0.3753744063304718,-1.1054201686527045
0.9435883641643813,2.044582956268758,-0.6638527540157582,1.3605194825122915,-1.5582765970235948,0.9045322934124768,-0.7953731216116998,-1.1054201686527045
1.1836732186962788,2.342085398987735,-0.6638527540157582,2.702774319806955,0.5802192018643443,0.8332358324824266,-0.8793728646679452,-1.1054201686527045
0.9435883641643813,2.044582956268758,-0.6638527540157582,1.3605194825122915,-1.5582765970235948,0.9045322934124768,-0.7953731216116998,-1.1054201686527045
0.10329137330274026,2.143750437175084,-0.7743656394764622,1.9921688177097807,-1.94709401500322,0.7975876020174214,-1.1313720938366827,-1.1054201686527045
1.4237580732281754,2.5900041012535486,-1.5479558377013898,2.7817304867066412,-1.2990649850371778,1.1184216762025083,-1.2993715799491732,0.20530079353399647
1.0636307914303296,2.143750437175084,-0.22180121217294274,2.3869496522082105,-1.623079500020199,0.6549946801574004,-0.12337517716173436,0.20530079353399647
1.4237580732281754,2.5900041012535486,-1.5479558377013898,2.7817304867066412,-1.2990649850371778,1.1184216762025083,-1.2993715799491732,0.20530079353399647
1.4237580732281754,2.8875065439725245,-1.105904295858574,2.5448619860075827,-1.3638678880337822,0.940180523877482,-1.1313720938366827,-1.1054201686527045
0.34337622783463784,2.044582956268758,-0.8848785249371662,1.9921688177097807,-1.8174882090100115,0.6906429106224056,-0.9633726077241905,-1.1054201686527045
1.4237580732281754,2.8875065439725245,-1.105904295858574,2.5448619860075827,-1.3638678880337822,0.940180523877482,-1.1313720938366827,-1.1054201686527045
1.663842927760074,2.540420360800386,-0.44282698309435015,2.5448619860075827,-1.4286707910303864,1.3323110589925793,-0.4593741493867171,0.20530079353399647
-0.9770904720907984,0.9537406662991781,-1.8794944940835014,2.150081151509152,-1.7526853060134073,0.5124017582973793,-0.9633726077241905,-1.1054201686527045
0.34337622783463784,1.300826849471317,0.44127610059128075,2.8606866536063276,-1.2990649850371778,1.1184216762025083,-1.1313720938366827,-1.1054201686527045
1.0636307914303296,2.738755322613037,-1.4374429522406857,2.8606866536063276,-1.1694591790439695,0.7619393715524161,-0.8793728646679452,-1.1054201686527045
1.0636307914303296,2.738755322613037,-1.4374429522406857,2.8606866536063276,-1.039853373050761,0.7619393715524161,-0.8793728646679452,-1.1054201686527045
-0.016751053963207994,2.044582956268758,-2.432058921387021,2.307993485308524,-1.3638678880337822,0.6549946801574004,-0.2913746632742265,0.20530079353399647
